AÑO,POSICION,DESCPOSICION
2022,8419.90.39.000H,"BIENES DE CAPITAL  APARATOS Y DISPOSITIVOS, AUNQUE SE CALIENTENELECTRICAMENTE(EXCEPTO LOS HORNOS Y DEMAS APARATOS DE LA PARTIDA 85.14), PARA EL TRATAMIENTO DE MATERIAS MEDIANTE OPERACIONES QUE IMPLIQUEN UN CAMBIO DE TEMPERATURA, TALES COMO CALENTAMIENTO, COCCION, TORREFACCION, DESTILACION, RECTIFICACION, ESTERILIZACION, PASTEURIZACION, BA¿O DE VAPOR, DE AGUA, SECADO, EVAPORACION, VAPORIZACION, CONDENSACION O ENFRIAMIENTO, EXCEPTO LOS APARATOS DOMESTICOS; CALENTADORES DE AGUA DE CALENTAMIENTO INSTANTANEO O DE ACUMULACION, EXCEPTO LOS ELECTRICOS.    -Partes.    De intercambiadores de calor de placas     Las dem¿s.      Las dem¿s."
2022,3602.00.00.000C,"CAPITULO 36 POLVORAS Y EXPLOSIVOS; ARTICULOS DE PIROTECNIA;  FOSFOROS (CERILLAS); ALEACIONES PIROFORICAS;  MATERIAS INFLAMABLES.          EXPLOSIVOS PREPARADOS, EXCEPTO LA P¿LVORA."
2022,6404.19.00.000Z,"CAPITULO 64 CALZADO, POLAINAS, Y ARTICULOS ANALOGOS;  PARTES DE ESTOS ARTICULOS.  CALZADO CON SUELA DE CAUCHO, DE PLASTICO, CUERO NATURAL O REGENERADO Y PARTE SUPERIOR DE MATERIA TEXTIL. -Calzado con suela de caucho o de pl¿stico:  -Calzado con suela de caucho o de pl¿stico:     --Los dem¿s."
2022,4202.29.00.000W,"CAPITULO 42 MANUFACTURAS DE CUERO; ARTICULOS  DE GUARNICIONERIA O DE TALABARTERIA;ARTICULOS DE VIAJE, BOLSOS DE MANO (CARTERAS)  Y CONTINENTES SIMILARES; MANUFACTURAS DE TRIPA  BAULES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO),CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CAMARAS FOTOGRAFICAS O CINEMATOGRAFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS)* AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO(CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTICULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERIA Y CONTINENTES SIMILARES, DE CUERO NATURAL O DE CUERO REGENERADO, HOJAS DE PLASTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTON, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESTAS MATERIAS O PAPEL. -Bolsos de mano (carteras), incluso con bandolera o sin asas.  -Bolsos de mano (carteras), incluso con bandolera o sin asas.     --Los dem¿s."
2022,4202.21.00.000A,"CAPITULO 42 MANUFACTURAS DE CUERO; ARTICULOS  DE GUARNICIONERIA O DE TALABARTERIA;ARTICULOS DE VIAJE, BOLSOS DE MANO (CARTERAS)  Y CONTINENTES SIMILARES; MANUFACTURAS DE TRIPA  BAULES, MALETAS (VALIJAS), MALETINES, INCLUIDOS LOS DE ASEO Y LOS PORTADOCUMENTOS, PORTAFOLIOS (CARTERAS DE MANO),CARTAPACIOS, FUNDAS Y ESTUCHES PARA GAFAS (ANTEOJOS), BINOCULARES, CAMARAS FOTOGRAFICAS O CINEMATOGRAFICAS, INSTRUMENTOS MUSICALES O ARMAS Y CONTINENTES SIMILARES; SACOS DE VIAJE, SACOS (BOLSAS)* AISLANTES PARA ALIMENTOS Y BEBIDAS, BOLSAS DE ASEO, MOCHILAS, BOLSOS DE MANO(CARTERAS), BOLSAS PARA LA COMPRA, BILLETERAS, PORTAMONEDAS, PORTAMAPAS, PETACAS, PITILLERAS Y BOLSAS PARA TABACO, BOLSAS PARA HERRAMIENTAS Y PARA ARTICULOS DE DEPORTE, ESTUCHES PARA FRASCOS Y BOTELLAS, ESTUCHES PARA JOYAS, POLVERAS, ESTUCHES PARA ORFEBRERIA Y CONTINENTES SIMILARES, DE CUERO NATURAL O DE CUERO REGENERADO, HOJAS DE PLASTICO, MATERIA TEXTIL, FIBRA VULCANIZADA O CARTON, O RECUBIERTOS TOTALMENTE O EN SU MAYOR PARTE CON ESTAS MATERIAS O PAPEL. -Bolsos de mano (carteras), incluso con bandolera o sin asas.  -Bolsos de mano (carteras), incluso con bandolera o sin asas.     - - Con la superficie exterior de cuero natural o de cuero regenerado"
2022,6403.99.90.000G,"CAPITULO 64 CALZADO, POLAINAS, Y ARTICULOS ANALOGOS;  PARTES DE ESTOS ARTICULOS.  CALZADO CON SUELA DE CAUCHO, PLASTICO, CUERO NATURAL O REGENERADO Y PARTE SUPERIOR DE CUERO NATURAL. -Los dem¿s calzados  -Los dem¿s calzados - - Los dem¿s          Los dem¿s"
2022,9619.00.00.100K,"CAPITULO 96 MANUFACTURAS DIVERSAS        COMPRESAS Y TAMPONES HIGIENICOS, PA¿ALES PARA BEBES Y ARTICULOS SIMILARES, DE CUALQUIER MATERIA  Pa¿ales de papel, guata o celulosa"
2022,9505.90.00.000F,"CAPITULO 95JUGUETES, JUEGOS Y ARTICULOS PARA RECREO O PARA DEPORTE; SUS PARTES Y ACCESORIOS  ARTICULOS PARA FIESTAS, CARNAVAL U OTRASDIVERSIONES, INCLUIDOS LOS DE MAGIA Y ARTICULOS SORPRESA.        -Los dem¿s."
2022,4911.10.90.000K,"CAPITULO 49  PRODUCTOS EDITORIALES, DE LA PRENSA O DE OTRAS  INDUSTRIAS GRAFICAS; TEXTOS MANUSCRITOS O  MECANOGRAFIADOS Y PLANOS.  LOS DEMAS IMPRESOS, INCLUIDAS LAS ESTAMPAS,GRABADOS Y FOTOGRAFIAS.    -Impresos publicitarios, cat¿logos comerciales y similares.       Los dem¿s"
2022,4911.99.00.000T,"CAPITULO 49  PRODUCTOS EDITORIALES, DE LA PRENSA O DE OTRAS  INDUSTRIAS GRAFICAS; TEXTOS MANUSCRITOS O  MECANOGRAFIADOS Y PLANOS.  LOS DEMAS IMPRESOS, INCLUIDAS LAS ESTAMPAS,GRABADOS Y FOTOGRAFIAS. -Los dem¿s.  -Los dem¿s.     --Los dem¿s"
2022,8708.22.00.000Q,"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  PARTES Y ACCESORIOS PARA VEHICULOS AUTOMOVILES DELAS PARTIDAS 87.01 A 87.05. - Las dem¿s partes y accesorios de carrocer¿a (incluidas las de cabina):  - Las dem¿s partes y accesorios de carrocer¿a (incluidas las de cabina):     Parabrisas, vidrios traseros (lunetas)* y dem?s ventanillas especificados en la Nota 1 de subpartida de este Cap?tulo"
2022,9031.90.90.000Z,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS, APARATOS Y MAQUINAS PARA MEDIDA O DE CONTROL, NO EXPRESADOS NI COMPRENDIDOS EN OTRAPARTE DE ESTE CAPITULO; PROYECTORES DE PERFILES.    -Partes y accesorios.     Los demas     Los dem¿s."
2022,9026.20.10.000U,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL, NIVEL, PRESION U OTRAS CARACTERISTICAS VARIABLES DE LIQUIDOS O GASES (POR EJEMPLO: CAUDALIMETROS, INDICADORES DE NIVEL, MANOMETROS, CONTADORES DE CALOR), EXCEPTO LOS INSTRUMENTOS Y APARATOS DE LAS PARTIDAS 90.14, 90.15, 90.28 O 90.32.    -Para medida o control de presi¿n.       Man¿metros."
2022,8481.10.00.000U,"BIENES DE CAPITAL  ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARATUBERIAS, CALDERAS, DEPOSITOS, CUBAS OCONTINENTES SIMILARES, INCLUIDAS LAS VALVULASREDUCTORAS DE PRESION Y LAS VALVULASTERMOSTATICAS        -V¿lvulas reductoras de presi¿n"
2022,3922.90.00.000Q,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  BA¿ERAS, DUCHAS, FREGADEROS, LAVABOS, BIDES, INODOROS Y SUS ASIENTOS Y TAPAS, CISTERNAS (DEPOSITOS DE AGUA) PARA INODOROS Y ARTICULOS SANITARIOS O HIGIENICOS SIMILARES, DE PLASTICO.        -Los dem¿s."
2022,4410.11.29.000W,"CAPITULO 44 MADERA, CARBON VEGETAL Y MANUFACTURAS DE MADERA  TABLEROS DE PART¿CULAS, TABLEROS LLAMADOS ¿ORIENTED STRAND BOARD¿ (OSB) Y TABLEROS SIMILARES (POR EJEMPLO, ¿WAFERBOARD¿), DE MADERA  U OTRAS MATERIAS LE¿OSAS, INCLUSO AGLOMERADAS CON RESINAS O DEM¿S AGLUTINANTES ORGANICOS. - De madera:  - De madera: - - Tableros de part¿culas    Recubiertos en la superficie con papel impregnado con melamina       Los dem¿s"
2022,7415.33.00.000D,"CAPITULO 74  COBRE Y MANUFACTURAS DE COBRE.  PUNTAS, CLAVOS, CHINCHETAS (CHINCHES), GRAPAS APUNTADAS Y ARTICULOS SIMILARES, DE COBRE, O CON ESPIGA DE HIERRO O DE ACERO Y CABEZA DE COBRE; TORNILLOS; PERNOS, TUERCAS, ESCARPIAS ROSCADAS, REMACHES, PASADORES, CLAVIJAS, CHAVETAS Y ARANDELAS (INCLUIDAS LAS ARANDELAS DE MUELLE(RESORTES)) Y ARTICULOS SIMILARES, DE COBRE. -Los dem¿s art¿culos roscados  -Los dem¿s art¿culos roscados     --Tornillos; pernos y tuercas"
2022,8473.30.11.000F,"BIENES DE CAPITAL  PARTES Y ACCESORIOS (EXCEPTO LOS ESTUCHES, FUNDASY SIMILARES) IDENTIFICABLES COMO DESTINADOS,EXCLUSIVA O PRINCIPALMENTE, A LAS MAQUINAS OAPARATOS DE LAS PARTIDAS 84.69 A 84.72.    -Partes y accesorios de m¿quinas de la partida  84.71    Gabinetes, incluso con m¿dulo ""display""    num¿rico, fuente de alimentaci¿n incorporada o   ambas.       Con fuente de alimentaci¿n, incluso con    m¿dulo ""display"" num¿rico."
2022,6302.10.00.000Y,"CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  ROPA DE CAMA, MESA, TOCADOR O COCINA.        -Ropa de cama, de punto."
2022,4804.31.90.000D,"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  PAPEL Y CARTON KRAFT, SIN ESTUCAR NI RECUBRIR,EN BOBINAS (ROLLOS) O EN HOJAS, EXCEPTO LOS DELAS PARTIDAS 4802 O 4803. -Los dem¿s papeles y cartones kraft, de peso inferior o igual a 150 g/m2:  -Los dem¿s papeles y cartones kraft, de peso inferior o igual a 150 g/m2: --Crudos.       Los dem¿s."
2022,4811.41.90.000H,"CAPITULO 48 PAPEL Y CARTON; MANUFACTURAS DE PASTA DECELULOSA, DE PAPEL O DE CARTON  PAPEL, CART¿N, GUATA DE CELULOSA Y NAPA DE FIBRAS DE CELULOSA, ESTUCADOS, RECUBIERTOS, IMPREGNADOS O REVESTIDOS, COLOREADOS O DECORADOS EN LA SUPERFICIE O IMPRESOS, EN BOBINAS (ROLLOS) O EN HOJAS DE FORMA CUADRADA ORECTANGULAR, DE CUALQUIER TAMA¿O, EXCEPTO LOS PRODUCTOS DE LOS TIPOSDESCRITOS EN EL TEXTO DE LAS PARTIDAS 48.03, 48.09 ¿ 48.10. -Papel y cart¿n engomados o adhesivos:  -Papel y cart¿n engomados o adhesivos: --Autoadhesivos       Los dem¿s"
2022,3406.00.00.000N,"CAPITULO 34 JABONES, AGENTES DE SUPERFICIE ORGANICOS,  PREPARACIONES PARA LAVAR, PREPARACIONESLUBRICANTES, CERAS ARTIFICIALES, CERAS PREPARADAS,PRODUCTOS DE LIMPIEZA, VELAS Y ARTICULOS SIMILARES, PASTAS PARA MODELAR, CERAS PARA ODONTOLOGIA Y PREPARACIONES PARA USO EN  ODONTOLOGIA A BASE DE YESO FRAGUABLE.          VELAS, CIRIOS Y ARTICULOS SIMILARES."
2022,4421.99.00.900E,"CAPITULO 44 MADERA, CARBON VEGETAL Y MANUFACTURAS DE MADERA  LAS DEMAS MANUFACTURAS DE MADERA.      -- Las dem¿s  Las dem¿s"
2022,9405.29.00.000H,"CAPITULO 94MUEBLES; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  Luminarias y aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y art¿culos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas en otra parte. - L¿mparas el¿ctricas de mesa, oficina, cabecera o de pie:  - L¿mparas el¿ctricas de mesa, oficina, cabecera o de pie:     Las dem¿s"
2022,2710.19.92.000J,"CAPITULO 27 COMBUSTIBLES MINERALES, ACEITES MINERALES  Y PRODUCTOS DE SU DESTILACION; MATERIAS BITUMINOSAS; CERAS MINERALES.  ACEITES DE PETR¿LEO O DE MINERAL BITUMINOSO, EXCEPTO LOS ACEITES CRUDOS; PREPARACIONES NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE, CON UN CONTENIDO DE ACEITES DE PETR¿LEO O DE MINERAL BITUMINOSO SUPERIOR O IGUAL AL 70 % EN PESO,  EN LAS QUE ESTOS ACEITES CONSTITUYAN EL ELEMENTO BASE; DESECHOS DE ACEITES. - Aceites de petr¿leo o de mineral bituminoso (excepto los aceites crudos) y preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petr¿leo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base, excepto las que contengan biodi¿sel  y los desechos de aceites:  - Aceites de petr¿leo o de mineral bituminoso (excepto los aceites crudos) y preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petr¿leo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base, excepto las que contengan biodi¿sel  y los desechos de aceites: --Los demas    Los demas       L¿quidos para transmisiones hidr¿ulicas"
2022,9032.89.82.000R,"CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA REGULACION O ELCONTROL, AUTOMATICOS. -Los dem¿s instrumentos y aparatos:  -Los dem¿s instrumentos y aparatos: --Los dem¿s.    Los dem¿s para la regulacion o    control de    magnitudes no electricas.     De temperatura      De temperatura."
2022,3208.20.20.000K,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS, DISPERSOS ODISUELTOS EN UN MEDIO NO ACUOSO; DISOLUCIONESDEFINIDAS EN LA NOTA 4 DE ESTE CAPITULO.    -A base de pol¿meros acr¿licos o vin¿licos.       Barnices."
2022,3907.50.10.000V,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINASEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-TERES, EN FORMAS PRIMARIAS.    -Resinas alc¿dicas.       En las formas previstas en la Nota 6a) de ¿ste   Cap¿tulo."
2022,3208.20.30.000V,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS, DISPERSOS ODISUELTOS EN UN MEDIO NO ACUOSO; DISOLUCIONESDEFINIDAS EN LA NOTA 4 DE ESTE CAPITULO.    -A base de pol¿meros acr¿licos o vin¿licos.       Disoluciones definidas en la Nota 4 de este   Cap¿tulo."
2022,3824.99.31.000Q,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  PREPARACIONES AGLUTINANTES PARA MOLDES O NUCLEOS DE FUNDICION; PRODUCTOS QUIMICOS Y PREPARACIONES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS (INCLUIDAS LAS MEZCLAS DE PRODUCTOS NATURALES), NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE, PRODUCTOS RESIDUALES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.    -- Los dem¿s --- Mezclas y preparaciones para caucho o pl¿stico y dem¿s mezclas y preparaciones para endurecer resinas sint¿ticas, colas, pinturas o para otros usos similares   Que contengan isocianatos de hexametileno u otros isocianatos"
2022,3903.90.90.000F,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIMEROS DE ESTIRENO, EN FORMAS PRIMARIAS.    -Los dem¿s.       Los dem¿s"
2022,3208.90.10.000Z,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS, DISPERSOS ODISUELTOS EN UN MEDIO NO ACUOSO; DISOLUCIONESDEFINIDAS EN LA NOTA 4 DE ESTE CAPITULO.    -Los dem¿s.       Pinturas."
2022,3208.90.29.000C,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  PINTURAS Y BARNICES A BASE DE POLIMEROS SINTETICOS O NATURALES MODIFICADOS, DISPERSOS ODISUELTOS EN UN MEDIO NO ACUOSO; DISOLUCIONESDEFINIDAS EN LA NOTA 4 DE ESTE CAPITULO.    -Los dem¿s.    Barnices.       Los dem¿s."
2022,3204.17.00.000L,"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  MATERIAS COLORANTES ORGANICAS SINTETICAS, AUNQUESEAN DE CONSTITUCION QUIMICA DEFINIDA;PREPARACIONES A QUE SE REFIERE LA NOTA 3 DE ESTECAPITULO, A BASE DE MATERIAS COLORANTES ORGANICASSINTETICAS; PRODUCTOS ORGANICOS SINTETICOS DE LOS TIPOS UTILIZADOS PARA EL AVIVADO FLUORESCENTE O COMO LUMINOFOROS, AUNQUE SEAN DE CONSTITUCION QUIMICA DEFINIDA. -Materias colorantes org¿nicas sint¿ticas y preparaciones a que se refiere la Nota 3 de este Cap¿tulo a base de dichas materias colorantes:  -Materias colorantes org¿nicas sint¿ticas y preparaciones a que se refiere la Nota 3 de este Cap¿tulo a base de dichas materias colorantes:     --Colorantes pigmentarios y preparaciones a base de estos colorantes."
2022,2530.90.90.000C,"CAPITULO 25 SAL; AZUFRE; TIERRAS Y PIEDRAS; YESOS, CALES Y CEMENTOS  MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDASEN OTRA PARTE.    -Las dem¿s.       Las dem¿s."
2022,3824.40.00.000A,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  PREPARACIONES AGLUTINANTES PARA MOLDES O NUCLEOS DE FUNDICION; PRODUCTOS QUIMICOS Y PREPARACIONES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS (INCLUIDAS LAS MEZCLAS DE PRODUCTOS NATURALES), NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE, PRODUCTOS RESIDUALES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.        -Aditivos preparados para cementos, morteros u hormigones."
2022,3824.99.89.000A,"CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  PREPARACIONES AGLUTINANTES PARA MOLDES O NUCLEOS DE FUNDICION; PRODUCTOS QUIMICOS Y PREPARACIONES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS (INCLUIDAS LAS MEZCLAS DE PRODUCTOS NATURALES), NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE, PRODUCTOS RESIDUALES DE LA INDUSTRIA QUIMICA O DE LAS INDUSTRIAS CONEXAS, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE.    -- Los dem¿s --- Productos y preparaciones a base de compuestos org¿nicos, no expresados ni comprendidos en otra parte   Los dem¿s"
2022,3906.90.11.000Q,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIMEROS ACRILICOS EN FORMAS PRIMARIAS.    -Los dem¿s.    En las formas previstas en la Nota 6a) de ¿ste   capitulo, en agua.       Acidos poliacr¿licos y sus sales."
2022,3907.99.99.000F,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINASEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-TERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:  -Los dem¿s poli¿steres: --Los dem¿s.    Los dem¿s.       Los dem¿s."
2022,7310.29.90.000A,"CAPITULO 73 MANUFACTURAS DE FUNDICION, DE HIERRO O DE  ACERO.  DEPOSITOS, BARRILES, TAMBORES, BIDONES, LATAS O BOTES, CAJAS Y RECIPIENTES SIMILARES, PARA CUALQUIER MATERIA (EXCEPTO GAS COMPRIMIDO O LICUADO), DE FUNDICION, HIERRO O ACERO, DE CAPACIDAD INFERIOR O IGUAL A 300 l, SINDISPOSITIVOS MECANICOS NI TERMICOS, INCLUSO CONREVESTIMIENTO INTERIOR O CALORIFUGO. -De capacidad inferior a 50 l  -De capacidad inferior a 50 l --Los dem¿s.          Los dem¿s."
2022,3906.90.19.000B,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIMEROS ACRILICOS EN FORMAS PRIMARIAS.    -Los dem¿s.    En las formas previstas en la Nota 6a) de ¿ste   capitulo, en agua.       Los dem¿s."
2022,3912.39.10.000C,"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  CELULOSA Y SUS DERIVADOS QUIMICOS, NO EXPRESADOSNI COMPRENDIDOS EN OTRA PARTE, EN FORMAS PRIMARIAS. -Eteres de celulosa:  -Eteres de celulosa: --Los dem¿s.    Metil-, etil- y propilcelulosa, hidroxiladas"
2022,8481.30.00.000X,"BIENES DE CAPITAL  ARTICULOS DE GRIFERIA Y ORGANOS SIMILARES PARATUBERIAS, CALDERAS, DEPOSITOS, CUBAS OCONTINENTES SIMILARES, INCLUIDAS LAS VALVULASREDUCTORAS DE PRESION Y LAS VALVULASTERMOSTATICAS        -V¿lvulas de retenci¿n."
2022,8538.10.00.000B,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS APARTOS DE LAS PARTIDAS85.35, 85.36 U 85.37.        -Cuadros, paneles, consolas, armarios y dem¿s soportes de la Partida 85.37, sin sus aparatos."
2022,9401.71.00.000J,"CAPITULO 94MUEBLES; MOBILIARIO MEDICOQUIRURGICO; ARTICULOS  DE CAMA Y SIMILARES; APARATOS DE ALUMBRADO NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;  ANUNCIOS LUMINOSOS, LETREROS LUMINOSOS, PLACASINDICADORAS LUMINOSAS Y ARTICULOS SIMILARES; CONSTRUCCIONES PREFABRICADAS  ASIENTOS (EXCEPTO LOS DE LA PARTIDA NRO. 94.02), INCLUSO LOS TRANSFORMABLES EN CAMA, Y SUS PARTES. -Los dem¿s asientos, con armaz¿n de metal:  -Los dem¿s asientos, con armaz¿n de metal:     --Con relleno."
2022,8539.21.90.000J,"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  LAMPARAS Y TUBOS ELECTRICOS DE INCANDESCENCIAO DE DESCARGA, INCLUIDOS LOS FAROS O UNIDADES""SELLADOS"" Y LAS LAMPARAS Y TUBOS DE RAYOSULTRAVIOLETAS O INFRARROJOS; LAMPARAS DE ARCO. -Las dem¿s l¿mparas y tubos de incandescencia, con exclusi¿n de las de rayos ultravioletas o infrarrojos  -Las dem¿s l¿mparas y tubos de incandescencia, con exclusi¿n de las de rayos ultravioletas o infrarrojos --Halogenos, de volframio (tungsteno)       Los dem¿s."
2022,5703.90.00.000X,"CAPITULO 57 ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO,  DE MATERIAS TEXTILES.  ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO, DE MATERIA TEXTIL, CON PELO INSERTADO, INCLUSO CONFECCIONADOS.        -De las dem¿s materias textiles."
